Serial,Aspect,Opinion(List)
960,飞机,得穿_不够_觉得_商量_说_睡觉_很厚_不可以_才行_晚_试_不成_又加_可_奇怪_就冻醒_冰凉_总觉得_热_换_把_退房_
467,咖啡厅,吃_看来看_可以_，_看似_实在没有_吃_不方便_
358,轰鸣,喘_不过_
933,办法,比较_大_
346,感觉,星级_属于_比较早期_
252,天,争_玩_赶时间_出去_不合_
483,什剎海,挺好_走_不远_对_还停好_不方便_在修路_起来_
672,环境,要_好_
690,要求,要_写_安静_
121,外国,疗养所_
959,家乐福,可以_帮_不错_买_SHOPPING_顺便搞_
6,大堂,还可以_也OK_能_降_比较合适_
495,网速,太慢_
941,衣橱,而知_尚算_成_碰到_转_有_小_没有_说_苗条_不知道_可想_都会_
81,顾客,不能_不要_说_以后能_给_有_
612,态度,需要_不方便_就是_就一般_前台_很好_出门_
5,早餐,算是_多_很好_而且新鲜_可口_
528,顶灯,根本看_造成_全是_起_是_要_能够_不清楚_鸡皮_留下_赔偿_也看到_是否有_反问_还说_收拾_弄脏_没法回答_
203,房前,转_不到_也找_违反_进入_还被_小_
358,台叫车,厚厚的灰_又潮_又旧_积_必须_都拍下_就等_
920,事情,这么复杂_弄得_居然被_
118,一旁,说话_点评_大_恶心_大_挖_没有_补充_简单_
906,西边,是_不远_去_去_徒步走回_没_可以_有_瞧瞧_花_方便_打的_四处转转_
512,大堂,打_很慢_再去_不会_住_
906,时间,保留_给_请求_打_入住_因此到_
188,娱乐,发现_不是_结果10元_不严格_竟然给_绕_才住_很远_是_属于_绕_就会_
597,热情,入住_感到_好转_及时帮_身处_入住_输液_回去_有_还将_不至_给予_买_关心_突发_提供_多注意_还接到_选择_只要到_到_发生_感觉_陪_临_拨打_让_返程_更让_一定要_异地_行行_到_还帮_并叮嘱_询问_送上_非常感动_可口_要_吸氧_
822,天下,带病_用完_太差_不告知_感觉_居然没有_直接冻_害_新_发现_很明显_浪费_就没_真去_才换上_站_不想想_空开_正赶上_干等_这么高_很失望_也感冒_好名_太业余_结账_感冒_表示_住_什么感受_住_用_
78,床,甚至转_小_不开身_
252,结账,又解释_高_没有_过来_投诉_没有_是_，然后将_说_上去_打_
432,烟鬼,办_学习_希望_
252,影响,
665,设施,居然没有_老旧_
86,房费,用_就是_挂_最夸张_铺块_结_还有_淋浴没有_不要_都有_竟说IT人_不想_多_找人_插座_简直是_不会_要_住_以后是_说_送_完_不能_拿_说_找_难打开_有_只想_大_以便能_太夸张_再去_都是_带粘_是_还有_全是_一定要_想_不会_查_就塞_走_都有_才了解_遗留_不去_慢_洗_到_用_还怕_开_很大声_算有_也散_很破_很脏_开窗_洗_休息_被_都要_做_并续_进去_困难_不能_太失望_
297,房间,还说_宽敞_比较干静_过去_
475,水桶,下来_拆_都是_洗_
597,交通,更让_好转_吸氧_还将_提供_十分便利_入住_关心_身处_返程_回去_一定要_询问_突发_入住_所以选择_不至_到_买_异地_要_只要到_多注意_及时帮_到_还接到_并叮嘱_让_有_陪_服务_选择_入住_可口_非常感动_感觉_感到_行行_还帮_之后感觉_临_彬彬有_输液_拨打_送上_给予_还不错_发生_
865,标准,再次下榻_衷心祝_顺利_欢迎_
664,价格,很公道_
38,烟房,没法控制_答_不抽_都有_要_抽_
222,要求,才得以_安睡_
968,意思,受到_没有_
850,小姐,可能_专业_下水_会_不小于_职业_到_影响_有_得到_整夜发出_这牵涉_不够_希望_出_住时_报修_可能_没有_
676,装修,比较旧_
527,星,
167,交通,送_极差_非常丰盛_很棒_在装修_方便_隔壁_不着_完全睡_没有小_就开工_没有_稍有陈旧_吵醒_也算_被_说话_还行_很快_都有_
761,意识,也没有_
332,楼,留着_又便宜_又好_把_玩_又大_
870,人间,更换_靠近_太大_安睡_强烈要求_答应_才得以_
120,设施,很理想_会_能够_不是_更好_有_
406,房间,有_小_很完备_还是_
412,圈子,才找到_
741,数码,没有找到_用_需要_问_告知_随后打_于是去_但是进去_被_找_
188,成都,不好_绕_不严格_才住_出差_基本上没有_不要_入住_很远_是_属于_结果10元_绕_发现_不是_竟然给_就会_
129,餐巾纸,没有_
569,湖南路,
232,室内,很公道_很有_先后送来充_服务_不一样_都有_
887,时候,还准备_喝_拿_
753,床头,很高_再住_正对_起来_不舒服_都串联_实在是_单隔_是_睡_太高_所谓_入住_睡_睡_极端差_住_绝对浪费_难受_被_超_有_全部弄_只有_不值得_不会_垫_才知道_有_而是_就是_就是_更让_难以忍受_全身痛_关闭_竟然没_预订_乱七八糟_很受气_同时开启_只有_太软_研究_更是_
564,原因,
241,标准,不错_服务_豪华_太草率_太小_不好_好_还不错_
987,东西,吃_
767,首选,
960,毛衣,觉得_才行_奇怪_冰凉_睡觉_又加_就冻醒_试_
718,酒店,没有达到_
501,卫生间,较一般_
528,地方,
157,月,说_换_说_没热方_要_不到_还是_叫_可考芦_没有_居然说_马上搬去_
236,酒店,坏_很脏_糟透_包括_上网_很差_都没有_不会_用_是_再考虑_好_有_不上_订_昏暗_很差_
721,签单,来_收回_符_再次刷卡_要_买单_晕_拒绝_已结束_不细心_卡刷_拿出_同意_预授_没有核对_签单_没有_同意_给_发现_刷_住_讲_最后服务_是_是_忽悠_高级_不同_打出_签字_拒绝_
358,照片,要_对质_不方便_随时奉陪_
520,性价比,
475,钱,没有_下来_无话可说_严厉斥责_一定追究_才给_问_没发_上_开_准_走_还是收_不开_去_是_必须_非常累_公然逃税_赶_说_
651,客人,办理_后来下楼_不解决_重要_是_那么一点点_叫_交涉_也没有_还是_下来_不爽阿_节约_只有收拾_
255,床,不安全_不要_住_再踏入_就看到_太低_躺在_难道携程_预订_也会_说_很划_不来_有_排_只能_不会_
666,水平,要_好歹用_当然是_小_很慢_相信_很一般_是_ctrip除_竟然用_办_类似_没有_怎么让_
816,房间,干净_小_不过身_还算_
759,厦门,毫不犹豫_宏都大_
360,质量,也差_
644,印象,
583,火车站,办事_来_微有_很近_热闹_不方便_还好_找_有_
719,商业区,又近_
324,龙门,只有_
47,商务,隔_极差_
156,驴肉,便宜_又实惠_
435,设施,背_不敢_也没有_休息_帮忙_开_非常简陋_无障碍_更没有_关键是_不满意_
461,新月阁,都没_建议_更好_放_住别_把_玩_又小_可以_去_又大_又好_又便宜_留着_
136,保定,最好_中银_就是_
171,种类,入住_推荐_很多_
847,软件,托_还可以_要_还算_到位_送上_免费_有_算有_
274,话,还算_吵_住_方便_都有_就是_稍微有_
484,换11,堵塞_干净_淋_星级_处理_很怀疑_还好床_够_是_半夜来_早_
503,垫,被_会_移动_
660,设施,但值得_稍显简陋_
71,客人,照成_要求_赔偿_
829,话,在克制_
400,态度,也一般_
305,海景,太多_差_好难吃_很好_很美_看海_太制_到处是_很响_是_不好_太脏比三亚_就是_很进_很晒_
361,差差差,
938,俄式,非常多_度假_非常有_住_
509,设施,携城_不方便_是_所谓_很有_外出_是_620NET_快速_不含_只是_比较陈旧_
418,手间,觉得_比较一般_使_住_太好_太干净_
597,网上,回去_更让_可口_入住_异地_多注意_到_还不错_一定要_让_买_拨打_选择_不是_发生_所以选择_关心_感到_吸氧_不至_到_要_询问_返程_还将_并叮嘱_较近_还帮_好转_之后感觉_身处_服务_输液_提供_非常感动_只要到_十分便利_入住_行行_临_有_感觉_陪_彬彬有_入住_送上_太好_给予_及时帮_还接到_突发_
60,大堂,过_投诉_这样_
262,小组,欠_的确是_接_就没_丧_打_不同_哭_吊_
501,床外,
922,大堂,不会_高级_很小_不要_不来_住_没有_也会_不安全_再踏入_有_排_是_躺在_就看到_说_三角形_只能_很划_很小_预订_太低_难道携程_不方正_
491,酒吧,比较差_感觉_
999,时候,脏_去_怎么说_台扯_不知道_有_打到_还没_首先是_管_是_是_单签_没有_买_住_那么大_坏_豪华_要_都是_吃饭_没收到_糟糕_等_介绍_
903,结账,不知道_这样_写错_不是_也要_是_也是_不情愿_换_排队_给_值班_
428,信用卡,不知_真是_还打算_要_都要_又说_就用_到_都没_点评_一般_走_实际是_怎么样_给_撕_仔细想想_发现_最后会_没注意_卡_不知_不了_回复_跟进_不会_不知_结账_不是_回来_补充_是_离开_另外找_提供_给_在离开_打_会_
62,四星级,有_常被_非常值得_严重_改进_有待_入住_有些狭小_很好_惊醒_略显不足_是_还有_入住_不是_就是_
672,照片,是_贴_
755,早餐,说明_才代理_诚聘英_免费注册_
570,服务员,之后派车_真好_接_被_截_给_
236,窗户,包括_用_很差_不会_上网_有_再考虑_好_昏暗_坏_不上_都没有_
80,马路,都是_真的是_下次肯定_很吵_失望_坚决换_不住_
145,台,较偏_不高_有_像是黑脸_个别_总体来说_很大_
533,脑袋,沆瀣一气_实在睡_到_看_交涉_反复推托_让_投诉_不着_非常失望_都没有_愤怒_一直拖_限制_相当蛮恨_错误_气愤_又开_疼_抓狂_做_就找_吵_再拖_大_一拖_谈_经历_到_临时关_只好投诉_并且说_值班_让_让_发现_都是_实在让_是_作怪_去_离开_
444,IT,表扬_不错_设置_把_
185,优势,
795,时间,明明是_到达_是_却搞出_却反馈_预订_不要_入住_不真实_不会_不知道_反馈_是_挂靠_没有_给_做_告知_却被_再考虑_没有_怎么管理_已经没有_
632,丰盛,高_可选样式_
401,服务,赞_很好_留下_
229,心情,差_
701,服务员,很恶劣_
868,登记,就可以_
672,连云港,稍微远_建议_住_好_要_
843,浴缸,透光_
744,楼层,质问_极其恶劣_没有_不住_到_没有_就是_要_一次性_不见_只得_穿_就退房_说_
625,地理,只有_也可以_
990,泳池,很小_说_很过分_根本是_还少_要_都脱漆_卖_摇晃_50元_炒_也差_叫_是_还是_太黑_尤其要_露天排档_
227,上面,不一样_服务_都有_先后送来充_很有_很公道_
886,价格,很公道_
174,诸君,勿选择_
55,酒店,是_不接_只有_有_豪华_太小_大_背_平时价_还是_不值_喜来登_不知道_很有_看_怎么设定_那么舒服_有点五星_换_接手_是_不计较_特价_即退_还行_
986,空,是_特别好_没住_平遥_这么大_是_发出_不能_排场_这么差_是_到_才能_会_都差_去_关上_不出_不是_好_不怎么样_是_是_太适合_缩水_住_亲自来_搬_挺大_不上_掺水_看_不去_去_关_真的想象_不是_不能_解释_说_很多_也便宜_相信_不制热_决定_所以说_调除_
652,路,不好_还总_
252,感谢,一定接受_能_希望_再来_提供_更好_
366,电梯,不坐_感觉_还是可以_慢_
959,人,有_可以_登记_挺美_问_也漂亮_SHOPPING_帮_买_马上介绍_好逛_顺便搞_不错_
549,携程,很方便_订购_
581,大热天,说_没_走上_桑拿_有_说明_好像走进_丑_是_舒服_走进_想想_
79,大厅,很好_
289,哈尔滨,都有_
280,其中,还有_被_已坏_过来_沸断_并伴有_翻_正面有_不能_
790,出租车,成_是_说_改造_
100,餐厅,吃好_就是_写道_用餐_用_就没_形容_说_不起_最多_不出_不要浪费_对_没吃_只能_还叫_要_结束_是_看_超出_实在找_更贴切_一眼瞥见_完_
91,于,相信_请_一看_染_是否是_恶心_就急_折_是_打_没有换_竟然有_最终解决_无法容忍_检查_有_令_睡_就铺上_是_吐_就能_简单洗完_绝对是_简单_失望_补充_发现_表示_好像是_无法消除_一起去_有_例假_完全能_再入住_多么让_是_发生_点评_惊讶_就想_拉掉_出来_不是_摆平_大_住_好好检查_是_
664,特色,
219,香皂,是_才给_要_
928,人,不错_反馈_好_感谢_期待_尊敬_再次光临_很温馨_
358,头,都顶_吹_无论空调_都对_
672,明珠,同属_没住_
542,房间,宁愿去_了_同样_住_就是_用_不名_不会_有_就可以_
921,人,啼笑皆非_
920,账册,略懂_出_需要_A_设置_简单看_都要_操作_有点担心_不来_建立_发现_打印_
238,内置,相当一般_不到_还达_
64,卫生间,太好用_还是不错_
998,居民楼,很高_升级_到_挡住_这么好_不是_都被_
982,欣赏,临_去_不会_
342,洗浴,明确_吃_过_很诚恳_能够_订_可以_几乎没_相比_再见_联系_说_去_让_类似_寒碜_好_啥吃_未收到_似乎有_出_能够_类似_旧_给予_最差_有_叫_也是_吹毛求疵_超过_再见_显得_订_矩_值得_out_吝啬于_很大_帮_吃_可能_携程_不过要_
186,餐厅,该_还算_下班_良好_难叫到_安静_仔细介绍_到_靠近_是_选_怎么乘车_都经过_
354,周围,还会_再次入住_林立_十分方便_
375,服务,碰到_撒_很人性化.呵呵_预定_不能_使用_没有提到_
816,服务,都是_
943,早餐,非常奇怪_觉得_还是_
322,边,惹_很；_免费_免费开放_很是_6F_住_开业_有_可以_看员_漂亮_毕竟是_免费_有些旧_很漂亮_
237,风,打开_可以_小_看见_
33,设施,比较老_还是可以_
990,渔村,露天排档_太黑_都脱漆_卖_还少_要_炒_也差_摇晃_50元_根本是_很过分_
617,蟑螂,看_假_相信_用_自备_用_要_是_不会_巾千万别_
284,态度,住_还会_选择_也不错_下次到_
791,窗户,小心露光_要_
310,方便,也高_
175,中央,严重影响_不行_带回_没宽带_睡_有_只带回_都方便_没宽_打_到_还好_带_到_都冷_有_也有_都挤到_带有_不起来_还得_休息_不能_怎么_
454,宾馆,好像没有_下次来_怕怕_总结_出来_乱_不住_搞_脏_差_了_
254,女朋友,可问_一起去_没_充电器_借万能_就送来_
2,管理层,
168,中餐厅,听_道_说_无锡_很不错_
193,顾客,成_梦得_起_
388,凉气,不停_怪怪_发出_
877,机狂,放_申请_可怜_小_估计_都看_更换_不清_
83,物,小_服务_一样_齐_但是临_适中_充点评_有所值_全包括_没有_早餐一般.补_不好_位于_好_而喧闹_好_如前_新_
588,飞机,
719,人,喝酒_睡_不隔音_一直吵到_不好_才作罢_
206,房价,上网_
180,服务员,不耐烦_非常差_
290,楼,可能_带来_深感_凉_停业_有_潮湿_开业_会_提出_较大_高_
783,携程,不好_但是入住_空调_还算不错_之后感觉_很失望_门坏_感觉_陈旧_
549,假期,很方便_
753,门,有_只有_更让_更是_只有_垫_全部弄_才知道_是_不会_而是_有_住_预订_单隔_不值得_同时开启_全身痛_睡_超_实在是_所谓_睡_就是_很受气_再住_就是_不舒服_关闭_乱七八糟_被_睡_太高_太软_很高_绝对浪费_极端差_入住_竟然没_研究_都串联_难以忍受_起来_难受_
843,总体,还是不错_
398,特脏,不愿_落座_
856,院子,自驾_还得_太深_没有_不方便_走_老远_
415,小吃,排_方便_
472,旅游,比较方便_
651,失误,不到位_平时培训_
563,服务员,不考虑_很礼貌_再入住_
608,行李,到处跑_
744,东北,打车_绕路_估计_不能_所在_记得_看_是_说_毗邻_说_是_需要_如何能_毗邻_莫非_
634,会馆,不远_走路_即可_
489,服务,还是_很不错_还有_
35,地带,比较小_相当便宜_不是_很好_
941,钱,看看_已经耽误_居然开_洗_承担_搞_大约等同于_在等_就说_不想_
267,标准,
500,电话,说明_完毕_已经检查_
562,携程,并不高_
30,环境,是_在克制_难忘_叫_吐_送餐_出来_住_最让_会_
980,商务,都不如_
753,上海,已确认_世茂_感到_连住_非常气愤_不下_烦_原_连住_否认_新_重新恢复_交涉_方出台_
2,指示,就用_吸_快降到_开窗_不做_来_
167,酒店,没有_完全睡_还行_稍有陈旧_在装修_没有小_不着_就开工_
318,老板,还是_告诉_没法连接_无_到_
180,代同事们,没想到_不耐烦_不错_之前听说_打_咨询_预订_到_非常差_
989,餐厅,冷_不会_贵_也是_热_冷_吃饭_极差_要求_竟然是_上来_不说_住_理论_
776,酒店,可以_达标_没找到_
906,店,便利_适合_可以_有_随时买到_吃_小时营业_十分方便_出_
360,部门,当然是_来_看看_看看_
963,账,不给_付_要_
376,主楼,也不错_服务_够_就是_也不错_非常满意_够大_就能_还算新_非常舒服_就是_送_不错_自助_
229,旁边,很差_就是_很脏_
380,宾馆,无疑是_
815,改进,
86,人,太失望_太夸张_再去_住_以后是_不会_拿_
36,公寓,强_
975,盖板,小_
701,床,居然有_不干净_
